#Step  chi2     cxx
#============================================
   0  73.003358 1.045550 1.599207 0.497158 0.562444 0.360584 0.162030 -0.072143 
   1  22.140253 1.433473 1.276309 0.559358 0.559221 0.468129 0.204258 -0.090861 
   2  65.772707 1.029917 1.721795 0.426224 0.616921 0.426133 0.153622 -0.068558 
   3   5.079245 1.289485 1.730151 0.556827 0.524219 0.442007 0.153345 -0.091544 
   4  32.551154 1.007385 1.385069 0.534036 0.546054 0.455216 0.202780 -0.078555 
   5   5.772435 1.445490 1.343275 0.613268 0.718199 0.359601 0.179213 -0.069113 
   6 140.777392 0.996787 1.507744 0.465118 0.532852 0.355919 0.156075 -0.083774 
   7   6.284050 1.345651 1.481533 0.624518 0.595479 0.351238 0.182124 -0.079971 
   8   8.481072 1.378762 1.708680 0.544555 0.713762 0.483917 0.147808 -0.066887 
   9   4.133779 1.326365 1.841931 0.577094 0.664291 0.344296 0.185136 -0.082398 
  10 101.691064 1.114433 1.339212 0.618864 0.575390 0.419213 0.149609 -0.078523 
  11   4.192204 1.325179 1.446164 0.481103 0.613444 0.440382 0.156836 -0.091252 
  12   4.426892 1.373957 1.739446 0.542550 0.654659 0.413228 0.150652 -0.080619 
  13  37.946447 1.202146 1.382500 0.591299 0.541814 0.354580 0.177799 -0.090896 
  14 114.549645 1.099577 1.326750 0.556800 0.627124 0.371761 0.180228 -0.090442 
  15  45.760407 1.372046 1.659036 0.527003 0.626729 0.486920 0.195069 -0.064403 
  16  26.988632 1.291363 1.853535 0.435397 0.610671 0.451206 0.184998 -0.067584 
  17  39.832112 1.105371 1.710267 0.596098 0.674187 0.483660 0.184146 -0.092147 
  18 212.468996 1.027878 1.318025 0.623909 0.583560 0.366206 0.181912 -0.091475 
  19  22.329140 1.215226 1.319741 0.616157 0.571389 0.453774 0.169372 -0.089886 
  20  29.326173 1.330982 1.340025 0.425993 0.589041 0.346486 0.146072 -0.090088 
  21  34.653901 1.391920 1.669898 0.449274 0.526101 0.395410 0.207515 -0.090161 
  22   9.666770 1.148672 1.579927 0.618846 0.608270 0.432584 0.202633 -0.089091 
  23  10.132805 1.395167 1.517215 0.606859 0.583025 0.416592 0.196041 -0.084360 
  24  27.015754 1.122922 1.348591 0.563359 0.504264 0.377700 0.188806 -0.076634 
  25   2.741955 1.174458 1.703466 0.511565 0.560873 0.393627 0.179284 -0.075833 
  26  20.502299 1.366315 1.537076 0.506556 0.535007 0.490014 0.163442 -0.082952 
  27   6.781467 1.277447 1.354423 0.548196 0.614342 0.425685 0.173345 -0.089791 
  28 140.893603 1.039821 1.383606 0.562706 0.601321 0.389126 0.163663 -0.078187 
  29  28.518349 1.300606 1.858510 0.429648 0.514914 0.443077 0.172730 -0.074419 
  30 214.068030 1.023334 1.854493 0.610205 0.715524 0.398400 0.160556 -0.065713 
  31   2.651038 1.176316 1.607573 0.599282 0.504193 0.449375 0.170814 -0.079824 
  32  92.456035 1.136807 1.785269 0.531481 0.608309 0.340014 0.153017 -0.091342 
  33   1.746826 1.189114 1.543082 0.530883 0.522290 0.401028 0.179181 -0.069541 
  34   4.722569 1.045228 1.853586 0.566891 0.553919 0.481382 0.180706 -0.068104 
  35  81.498155 1.150779 1.759730 0.497081 0.684040 0.392038 0.153744 -0.088636 
